"idseccion","cod_tienda","nombre_tienda","idseccion_zona","cod_zona","zona","idseccion_plaza","cod_plaza","plaza","idseccion_division","cod_division","division","estado","fecha_apertura","fecha_cierre","direccion_sbs","distrito","provincia","departamento","geoubicacion","centro_costos","n_resolucion_sbs","fecha_resolucion","cod_sbs","condicion","tipo_tienda","clasificacion_tienda","tipo_horario","horario","nombre_almacen","embozadora","atencion_feriados","grupo_campana","ubigeo","tienda_imagine","fecha_imagine","tipo_idseccion","active_controller","kiosko","latitud","longitud","metros_cuadrados","cod_sector_gt","asofdate","codpropositositio","descpropositositio","codclasificaciontienda","codtipohorario","codtipotienda","codgeoubicacion","usuariocreamodifi","fechacreamodifi","horacreamodifi","lote","cu_tienda","region_convenios","region_convnominas","plaza_convenios","zona_convenios","fecinformacion"
"15400","154","Gamarra","81500","Z3","Zona Centro","","","","82100","TL","Tiendas Lima","Activa","20061108","","PARQUE CANEPA S/N","LA VICTORIA","LIMA","LIMA","Lima Centro","1540300000","SBS 923-2006","20060714","002-344","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA GAMARRA","sin Embozadora","NO","Normal","140115","NO","19000101","T","0","","-12.06509374","-77.014849999999996","239.88999999999999","4314C","","","","","","","","","20210503","08:46:44.2470000",,"000154","Lima","00 LIMA","Zona Centro","LIMA",
"16000","160","Lurín","81300","Z7","Zona Sur","","","","82100","TL","Tiendas Lima","Activa","20070702","","ALT. KM 36 ANTIGUA CARRETERA PANAMERICANA SUR (MCDO VIRGEN DE LAS MERCEDES)","LURIN","LIMA","LIMA","Lima Sur","1600300000","SBS 568-2007","20070511","002-367","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA LURIN","sin Embozadora","NO","Normal","140113","SI","20131118","T","1","1","-12.277161","-76.869954000000007","205.56999999999999","43247","","","","","","","","","20210503","08:46:44.2470000",,"000160","Lima","00 LIMA","Zona Sur","LIMA",
"19700","197","CTV Ate Vitarte","","","","","","","","","Tiendas lima","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000197","Lima","00 LIMA","Zona Este","LIMA",
"20000","200","Torre","81500","Z3","Zona Centro","","","","82100","TL","Tiendas Lima","Activa","20000801","","CA. CARLOS VILLARAN 150","LA VICTORIA","LIMA","LIMA","Lima Centro","2000300000","SBS 6448-2008","20080821","002-274","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm","TIENDA TORRE INTERBANK","sin Embozadora","NO","Normal","140115","SI","19000101","T","1","1","-12.089314","-77.022970000000001","601","4314F","","","","","","","","","20210503","08:46:44.2470000",,"000200","Lima","00 LIMA","Zona Centro","LIMA",
"18800","188","CTV Caminos del Inca","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000188","Lima","00 LIMA","Sin Zona","PROVINCIA",
"13700","137","UPC","81200","Z6","Zona Moderna Este","","","","82100","TL","Tiendas Lima","Cerrada","20030414","20201231","AV. PROLONG. PRIMAVERA # 2390 - MONTERRICO SURCO","SURCO","LIMA","LIMA","Moderna 1","1370300000","SBS 532-2003","20030505","002-286","Alquilada","Tienda Cerrada","Cerrada","Cerrada","L a V de 9:30am a 7:00pm / S de 9:00am a 12:30pm","TIENDA UPC","sin Embozadora","NO","Normal","140129","NO","19000101","T","0","","-12.103987999999999","-76.963496000000006","25.640000000000001","43214","","","","","","","","","20210503","08:46:44.2470000",,"000137","Lima","00 LIMA","Zona Moderna Este","LIMA",
"61000","610","Trujillo César Vallejo","","","","60001","PTRU","Plaza Trujillo","98900","TP","Tiendas Provincia","Activa","20070712","","AV. CESAR VALLEJO N? 278 URB. PALERMO","TRUJILLO","TRUJILLO","LA LIBERTAD","Norte","6100300000","SBS 568-2007","20070511","002-371","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA TRUJILLO CESAR VALLEJO","sin Embozadora","NO","Normal","120101","SI","20131118","T","1","1","-8.1110170000000004","-79.018097999999995","279","4211J","","","","","","","","","20210503","08:46:44.2470000",,"000610","Norte","01 NORTE","Trujillo","PROVINCIA",
"33200","332","Palao","80500","Z1","Zona 1","","","","82100","TL","Tiendas Lima","Cerrada","20081224","20130228","AV. ALFREDO MENDIOLA 821 - 829 URB. PALAO SMP","SAN MARTIN DE PORRES","LIMA","LIMA","Lima Norte","","SBS 10680-2008","20081106","002-448","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","PALAO","","","Normal","140126","NO","19000101","T","","","","","","","","","","","","","","","20210503","08:46:44.2470000",,"000332","Lima","00 LIMA","Zona Norte","LIMA",
"18300","183","CTV Salamanca","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000183","Lima","","Sin Zona","PROVINCIA",
"70200","702","Cajamarca","","","","70001","PCH","Plaza Chiclayo","98900","TP","Tiendas Provincia","Activa","19991215","","JR. DOS DE MAYO 546","CAJAMARCA","CAJAMARCA","CAJAMARCA","Norte","7020300000","SBS 1105-1999","19991215","002-003","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA CAJAMARCA","sin Embozadora","NO","Normal","60101","NO","19000101","T","0","","-7.1570376080000004","-78.516625199999993","380","4211X","","","","","","","","","20210503","08:46:44.2470000",,"000702","Norte","01 NORTE","","",
"80600","806","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000806","Lima","00 LIMA","Sin Zona","PROVINCIA",
"14000","140","Perú","80500","Z1","Zona Norte","","","","82100","TL","Tiendas Lima","Activa","20070613","","AV. PERU N? 3448-3450-3452","SAN MARTIN DE PORRES","LIMA","LIMA","Lima Norte","1400300000","SBS 703-2007","20070531","002-346","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA AV PERU","sin Embozadora","NO","Normal","140126","SI","20140626","T","1","1","-12.03079","-77.084933000000007","502.26999999999998","43117","","","","","","","","","20210503","08:46:44.2470000",,"000140","Lima","00 LIMA","Zona Norte","LIMA",
"14100","141","Arriola","81500","Z3","Zona Centro","","","","82100","TL","Tiendas Lima","Activa","20050112","","AV. NICOLAS ARRIOLA # 569 - 571","LA VICTORIA","LIMA","LIMA","Lima Centro","1410300000","SBS 1840-2004","20041108","002-302","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA NICOLAS ARRIOLA","sin Embozadora","NO","Normal","140115","SI","20140922","T","1","1","-12.084311","-77.014863000000005","189.83000000000001","4314A","","","","","","","","","20210503","08:46:44.2470000",,"000141","Lima","00 LIMA","Zona Centro","LIMA",
"35000","350","MM Puno","90405","R3","Región Sur","34001","PTCQ","Plaza Tacna","98900","TP","Tiendas Provincia","Cerrada","20120404","20200630","JR. LOS INCAS S/N, MERCADILLO LOCAL N° 03","PUNO","PUNO","PUNO","Sur","3500300000","SBS 1450 - 2012","20120302","002-500","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM PUNO","con Embozadora","NO","Normal","200101","NO","19000101","T","0","","-15.83660068","-70.025131299999998","46.509999999999998","4221D","","","","","","","","","20210503","08:46:44.2470000",,"000350","Sur","04 SUR","Puno","PROVINCIA",
"31800","318","CTV Arequipa","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000318","Sur","04 SUR","Arequipa","PROVINCIA",
"22000","220","MM. La Marina","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000220","Lima","00 LIMA","Sin Zona","PROVINCIA",
"04900","049","San Luis","81700","Z4","Zona Este","","","","82100","TL","Tiendas Lima","Activa","19820801","","AV. CIRCUNVALACION CDRA. 18","SAN LUIS","LIMA","LIMA","Lima Centro","0490300000","SBS 14294-2009","20091030","002-181","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA SAN LUIS","sin Embozadora","NO","Normal","140101","NO","19000101","T","1","1","-12.071384999999999","-76.993357000000003","211","43142","","","","","","","","","20210503","08:46:44.2470000",,"000049","Lima","00 LIMA","Zona Este","LIMA",
"92100","921","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000921","Lima","","Sin Zona","PROVINCIA",
"60000","600","Trujillo","","","","60001","PTRU","Plaza Trujillo","98900","TP","Tiendas Provincia","Activa","19500127","","JR. FRANCISCO PIZARRO ESQ. C/ JR. GAMARRA 463","TRUJILLO","TRUJILLO","LA LIBERTAD","Norte","6000300000","SBS 1105-1999","19991215","002-023","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA PLAZA TRUJILLO","sin Embozadora","NO","Normal","120101","SI","20131118","T","2","3","-8.1101051399999999","-79.026984420000005","1470","4211Z","","","","","","","","","20210503","08:46:44.2470000",,"000600","Norte","01 NORTE","Trujillo","PROVINCIA",
"12900","129","Prosegur","81200","Z6","Zona 6","","","","82100","TL","Tiendas Lima","Cerrada","19980401","20171230","AV. MORRO SOLAR 1030","SURCO","LIMA","LIMA","Moderna 1","1290300000","SBS 404-1998","19980421","002-262","Alquilada","Tienda Cerrada","Cerrada","Cerrada","L a V de 9:00am a 6:00pm / S de 9:30am a 12:30pm","TIENDA PROSEGUR","sin Embozadora","NO","Normal","140129","NO","19000101","T","0","","-12.13067","-76.977840999999998","66.349999999999994","43239","","","","","","","","","20210503","08:46:44.2470000",,"000129","Lima","00 LIMA","Zona Moderna Este","LIMA",
"41300","413","Modasa","81700","Z4","Zona 4","","","","82100","TL","Tiendas Lima","Cerrada","20131113","20190330","AV. LOS FRUTALES N° 130-182-202. LOCAL LC 07","ATE - VITARTE","LIMA","LIMA","","4130300000","SBS 6428 - 2013","20130919","002-533","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a V de 10:00am a 8:00pm / S de 10:00am a 2:00pm","TIENDA MODASA","","NO","Nació siendo Imagine","140103","SI","20131016","T","1","1","-12.056528","-76.968358499999994","167.5","4314J","","","","","","","","","20210503","08:46:44.2470000",,"000413","Lima","00 LIMA","Zona Este","LIMA",
"09100","091","Gran Chimú","81700","Z4","Zona Este","","","","82100","TL","Tiendas Lima","Activa","20071207","","AV. GRAN CHIMU N?831-833 URB.ZARATE","SAN JUAN DE LURIGANCHO","LIMA","LIMA","Lima Este","0910300000","SBS 1868-2007","20071219","002-362","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA GRAN CHIMU","sin Embozadora","NO","Normal","140137","SI","20130926","T","1","1","-12.024803","-76.999615000000006","466","43145","","","","","","","","","20210503","08:46:44.2470000",,"000091","Lima","00 LIMA","Zona Este","LIMA",
"37500","375","INO","81500","Z3","Zona 3","","","","82100","TL","Tiendas Lima","Cerrada","20081220","20130829","AV. TINGO MARÍA 398","LIMA - CERCADO","LIMA","LIMA","Lima Centro","","SBS 12502-2008","20081212","002-437","Alquilada","Tienda Cerrada","Cerrada","Cerrada","L a V de 9:00am a 6:00pm / S de 9:00am a 12:30pm","INO","sin Embozadora","NO","Normal","140101","NO","19000101","T","","","","","","","","","","","","","","","20210503","08:46:44.2470000",,"000375","Lima","00 LIMA","Sin Zona","PROVINCIA",
"62000","620","Chimbote","90403","R2","Región Centro","62001","PCHM","Plaza Chimbote","98900","TP","Tiendas Provincia","Activa","19510507","","JR. FRANCISCO BOLOGNESI 649","CHIMBOTE","SANTA","ANCASH","Norte","6200300000","SBS 600-2009","20090203","002-020","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA CHIMBOTE","con Embozadora","NO","Normal","21301","SI","20131202","T","1","1","-9.0769199999999994","-78.592077000000003","770","42114","","","","","","","","","20210503","08:46:44.2470000",,"000620","Norte","02 NORTE CENTRO","Chimbote","PROVINCIA",
"73400","734","Piura Multiplaza","90414","R1","Región Norte","72001","PPIU","Plaza Piura","98900","TP","Tiendas Provincia","Cerrada","20070622","20200430","OVALO GRAU N?555","PIURA","PIURA","PIURA","Norte","7340300000","SBS 568-2007","20070511","002-369","Alquilada","Money Market","Calle","Money","L a D 9:00am a 9:00pm","TIENDA PIURA MULTIPLAZA","sin Embozadora","NO","Normal","190101","NO","19000101","T","0","","-5.195621","-80.630410999999995","60","4211H","","","","","","","","","20210503","08:46:44.2470000",,"000734","Norte","01 NORTE","Piura","PROVINCIA",
"47900","479","USMP Facultad Comunicaciones","96200","Z5","Zona 5","","","","82100","TL","Tiendas Lima","Cerrada","20120313","20161223","AV. TOMAS MARSANO N? 151 - 155","SURQUILLO","LIMA","LIMA","Moderna 2","4790300000","SBS 1450 - 2012","20120302","002-499","Alquilada","Tienda Cerrada","Cerrada","Cerrada","L a V de 9:30am a 7:30pm","TIENDA USMP - MARSANO","sin Embozadora","NO","Normal","140131","NO","19000101","T","0","","-12.104995000000001","-77.017399999999995","25.800000000000001","4321E","","","","","","","","","20210503","08:46:44.2470000",,"000479","Lima","00 LIMA","Zona Moderna Oeste","LIMA",
"04500","045","Chacarilla","81200","Z6","Zona Moderna Este","","","","82100","TL","Tiendas Lima","Activa","20050620","","C.C. CHACARILLA - CA. MONTE ROSA 120","SURCO","LIMA","LIMA","Moderna 1","0450300000","SBS 1105-1999","19991215","002-160","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA CHACARILLA","con Embozadora","NO","Normal","140129","NO","19000101","T","1","1","-12.112294","-76.991551999999999","421.89999999999998","43232","","","","","","","","","20210503","08:46:44.2470000",,"000045","Lima","00 LIMA","Zona Moderna Este","LIMA",
"76300","763","NAZCA","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000763","03 SUR CENTRO","03 SUR CENTRO","NAZCA","PROVINCIA",
"77200","772","Trujillo Llacuabamba","","","","60001","PTRU","Plaza Trujillo","98900","TP","Tiendas Provincia","Activa","20130325","","ANEXO DE LLACUABAMBA S/N","PARCOY","PATAZ","LA LIBERTAD","","7720300000","SBS 1313 - 2013","20130218","002-526","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:30pm / S de 9:00am a 1:00pm","TIENDA MARSA - LLACUABAMBA","","NO","Normal","120608","NO","19000101","T","0","","-8.0359271860000003","-77.453160209999993","130","4212D","","","","","","","","","20210503","08:46:44.2470000",,"000772","Norte","01 NORTE","Trujillo","PROVINCIA",
"32700","327","Chiclayo Mercado Modelo","","","","70001","PCH","Plaza Chiclayo","98900","TP","Tiendas Provincia","Cerrada","20080915","20210331","AV. PEDRO RUIZ GALLO N? 921","CHICLAYO","CHICLAYO","LAMBAYEQUE","Norte","3270300000","SBS 4846-2008","20080807","002-418","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA CHICLAYO MERCADO MODELO","sin Embozadora","NO","Normal","130101","SI","20130923","T","1","1","-6.7677829999999997","-79.839291000000003","210","4211O","","","","","","","","","20210503","08:46:44.2470000",,"000327","Norte","01 NORTE","Chiclayo","PROVINCIA",
"87300","873","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000873","Lima","","Sin Zona","PROVINCIA",
"24800","248","MM Vea Higuereta","81300","Z7","Zona Sur","","","","82100","TL","Tiendas Lima","Activa","20050401","","ESQUINA TOMAS MARSANO 2975 C/ AV. AVIACIÓN","SURCO","LIMA","LIMA","Moderna 1","2480300000","SBS 317-2005","20050218","002-308","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM Vea HIGUERETA","sin Embozadora","SI","Normal","140129","NO","19000101","T","0","","-12.127375000000001","-77.000771","34.359999999999999","43345","","","","","","","","","20210503","08:46:44.2470000",,"000248","Lima","00 LIMA","Zona Sur","LIMA",
"53100","531","Huaral El Rosario","90403","R2","Región Centro-Norte","52701","PNC","Plaza Norte chico","98900","TP","Tiendas Provincia","Cerrada","20130130","20170513","LOTE A2, MZ. F, URB. ROSARIO ZONA A, LOCAL 1 Y 2","HUARAL","HUARAL","LIMA","Ancash","5310300000","SBS 8593 - 2012","20121112","002-522","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a S de 10:00am a 8:00pm","MM HUARAL - HIPOPOTAMO","sin Embozadora","NO","Normal","140801","SI","20140821","T","1","1","-11.497748","-77.214066000000003","114","4231J","","","","","","","","","20210503","08:46:44.2470000",,"000531","Centro","02 NORTE CENTRO","Huaral","PROVINCIA",
"63200","632","MM Vea Olaya","81300","Z7","Zona 7","","","","82100","TL","Tiendas Lima","Cerrada","20130211","20161231","AV. ALEJANDRO IGLESIAS (EX AV.  ALFONSO UGARTE) N° 567, TIENDA EXTERNA N° 1","CHORRILLOS","LIMA","LIMA","Lima","6320300000","SBS 8593 - 2012","20121112","002-523","Alquilada","Money Market","Calle","Money","L a D 9:00am a 9:00pm","MM CHORRILLOS - ARMADILLO","sin Embozadora","SI","Normal","140108","NO","19000101","T","0","","-12.167869","-77.025677999999999","85.599999999999994","4331F","","","","","","","","","20210503","08:46:44.2470000",,"000632","Lima","00 LIMA","Zona Sur","LIMA",
"74600","746","ME Iquitos","90403","R2","Región Centro","75001","PTPP","Plaza Oriente","98900","TP","Tiendas Provincia","Cerrada","20081127","20200430","JR. PROSPERO N° 300, ESQUINA CALLE SARGENTO LORES CDRA 2","IQUITOS","MAYNAS","LORETO","Centro","7460300000","SBS 1486-2009","20090306","002-426","Alquilada","Money Exchange","Calle","Money","L a S de 8:00am a 8:00pm / D de 8:00am a 1:00pm","TIENDA ME IQUITOS","sin Embozadora","NO","Normal","150101","NO","19000101","T","0","","-3.750959747","-73.245237790000004","48.509999999999998","","","","","","","","","","20210503","08:46:44.2470000",,"000746","Centro","02 NORTE CENTRO","Iquitos","PROVINCIA",
"76600","766","Sullana Real Plaza","90414","R1","Región Norte","72001","PPIU","Plaza Piura","98900","TP","Tiendas Provincia","Cerrada","20140310","20200630","ZONA INDUSTRIAL MUNICIPAL N° 2 DE INDUSTRIA LIVIANA, LOCAL LC-101 - 102","SULLANA","SULLANA","PIURA","","7660300000","SBS 7080 - 2013","20131202","002-536","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a S de 10:00am a 8:00pm","TIENDA REAL PLAZA SULLANA","","","Nació siendo Imagine","190601","SI","20140310","T","1","1","-4.9174264900000004","-80.696048820000001","189.47999999999999","4212G","","","","","","","","","20210503","08:46:44.2470000",,"000766","Norte","01 NORTE","Sullana","PROVINCIA",
